timestamp,location,sensor,value
2024-01-30T12:54:00.000Z,zone-a,pressure,998.5
2024-01-30T13:31:00.000Z,zone-b,humidity,74
2024-01-30T13:35:00.000Z,zone-a,light,702.7
2024-01-30T14:43:00.000Z,zone-b,temperature,28.8
2024-01-30T15:26:00.000Z,zone-b,pressure,1019.5
2024-01-30T18:18:00.000Z,zone-c,light,539.1
2024-01-30T18:42:00.000Z,zone-c,humidity,32
2024-01-30T18:54:00.000Z,zone-a,humidity,58.9
2024-01-30T19:15:00.000Z,zone-b,humidity,32.8
2024-01-30T22:04:00.000Z,zone-b,light,685.9
2024-01-30T23:54:00.000Z,zone-d,humidity,50.3
2024-01-31T03:50:00.000Z,zone-c,light,625.8
2024-01-31T03:55:00.000Z,zone-c,pressure,1011.1
2024-01-31T03:58:00.000Z,zone-c,temperature,22.6
2024-01-31T04:06:00.000Z,zone-a,light,636.2
2024-01-31T05:20:00.000Z,zone-d,temperature,29.2
2024-01-31T07:41:00.000Z,zone-b,pressure,1016.3
2024-01-31T09:01:00.000Z,zone-b,temperature,16.9
2024-01-31T14:08:00.000Z,zone-a,temperature,20.3
2024-01-31T15:25:00.000Z,zone-d,light,648.8
2024-01-31T15:59:00.000Z,zone-a,pressure,1000.5
2024-01-31T16:27:00.000Z,zone-d,pressure,990.6
2024-01-31T20:51:00.000Z,zone-d,humidity,54
2024-01-31T22:04:00.000Z,zone-c,pressure,1007.6
2024-01-31T22:26:00.000Z,zone-a,light,150.7
2024-01-31T23:15:00.000Z,zone-d,pressure,1004.7
2024-02-01T00:53:00.000Z,zone-b,pressure,1014.7
2024-02-01T05:36:00.000Z,zone-c,light,824.5
2024-02-01T10:11:00.000Z,zone-c,temperature,31.2
2024-02-01T10:30:00.000Z,zone-b,light,202.7
2024-02-01T11:09:00.000Z,zone-a,humidity,67
2024-02-01T11:16:00.000Z,zone-d,temperature,20.3
2024-02-01T13:29:00.000Z,zone-a,temperature,17.3
2024-02-01T13:29:00.000Z,zone-a,pressure,999.9
2024-02-01T14:43:00.000Z,zone-b,temperature,17.7
2024-02-01T16:54:00.000Z,zone-b,humidity,77.4
2024-02-01T17:20:00.000Z,zone-d,light,278.1
2024-02-01T17:58:00.000Z,zone-c,humidity,76.8
2024-02-01T18:43:00.000Z,zone-d,temperature,17
2024-02-01T21:27:00.000Z,zone-b,pressure,996.2
2024-02-01T21:56:00.000Z,zone-d,light,898.4
2024-02-01T22:45:00.000Z,zone-a,humidity,63.7
2024-02-02T00:37:00.000Z,zone-a,temperature,26.2
2024-02-02T03:54:00.000Z,zone-b,temperature,17.2
2024-02-02T06:05:00.000Z,zone-c,pressure,1017.8
2024-02-02T07:30:00.000Z,zone-d,humidity,54.3
2024-02-02T09:06:00.000Z,zone-b,light,375.2
2024-02-02T09:15:00.000Z,zone-a,light,647.2
2024-02-02T11:09:00.000Z,zone-c,temperature,17.8
2024-02-02T12:17:00.000Z,zone-d,pressure,999.1
2024-02-02T13:42:00.000Z,zone-c,light,201.2
2024-02-02T14:02:00.000Z,zone-c,humidity,44.1
2024-02-02T15:16:00.000Z,zone-b,humidity,53.4
2024-02-02T16:43:00.000Z,zone-a,pressure,1002.2
2024-02-02T18:33:00.000Z,zone-d,pressure,1004.6
2024-02-02T18:52:00.000Z,zone-a,temperature,32.7
2024-02-02T19:33:00.000Z,zone-a,humidity,53.6
2024-02-02T20:21:00.000Z,zone-a,pressure,1000.3
2024-02-03T02:47:00.000Z,zone-c,light,528.3
2024-02-03T02:48:00.000Z,zone-b,humidity,64.3
2024-02-03T03:47:00.000Z,zone-a,light,861.5
2024-02-03T05:56:00.000Z,zone-c,temperature,35
2024-02-03T06:31:00.000Z,zone-d,humidity,49.1
2024-02-03T07:50:00.000Z,zone-d,temperature,18.6
2024-02-03T08:19:00.000Z,zone-b,temperature,18.4
2024-02-03T10:56:00.000Z,zone-d,light,464.9
2024-02-03T11:06:00.000Z,zone-c,pressure,1015.5
2024-02-03T12:39:00.000Z,zone-b,pressure,1009.1
2024-02-03T15:23:00.000Z,zone-c,humidity,63.8
2024-02-03T18:23:00.000Z,zone-b,light,213.8
2024-02-03T20:09:00.000Z,zone-d,light,182.8
2024-02-03T22:56:00.000Z,zone-a,pressure,998.9
2024-02-04T00:15:00.000Z,zone-d,humidity,59.8
2024-02-04T00:34:00.000Z,zone-b,light,548.9
2024-02-04T00:46:00.000Z,zone-b,humidity,31.5
2024-02-04T02:43:00.000Z,zone-c,humidity,65.4
2024-02-04T03:01:00.000Z,zone-c,temperature,20.7
2024-02-04T05:03:00.000Z,zone-b,pressure,1013.4
2024-02-04T05:24:00.000Z,zone-c,pressure,1011.4
2024-02-04T06:05:00.000Z,zone-a,temperature,32.5
2024-02-04T07:04:00.000Z,zone-d,pressure,999.9
2024-02-04T07:28:00.000Z,zone-c,light,137.1
2024-02-04T07:56:00.000Z,zone-d,temperature,25.7
2024-02-04T13:08:00.000Z,zone-a,humidity,49.1
2024-02-04T13:37:00.000Z,zone-b,temperature,23.3
2024-02-04T16:39:00.000Z,zone-a,light,650.6
2024-02-04T19:00:00.000Z,zone-d,temperature,18
2024-02-04T20:50:00.000Z,zone-d,humidity,53
2024-02-04T20:53:00.000Z,zone-c,light,841.3
2024-02-04T22:48:00.000Z,zone-b,humidity,33.3
2024-02-04T23:47:00.000Z,zone-a,light,156.6
2024-02-05T02:29:00.000Z,zone-d,pressure,1006.9
2024-02-05T05:21:00.000Z,zone-b,light,827.4
2024-02-05T05:29:00.000Z,zone-a,humidity,41.9
2024-02-05T07:28:00.000Z,zone-a,temperature,20.9
2024-02-05T08:59:00.000Z,zone-d,light,740.6
2024-02-05T09:19:00.000Z,zone-c,temperature,17.4
2024-02-05T12:33:00.000Z,zone-a,pressure,1009.6
2024-02-05T14:13:00.000Z,zone-b,temperature,18.1
2024-02-05T15:24:00.000Z,zone-c,humidity,69.8
2024-02-05T17:32:00.000Z,zone-b,pressure,1017.7
2024-02-05T17:39:00.000Z,zone-c,pressure,1018.3
2024-02-05T21:57:00.000Z,zone-d,light,850.6
2024-02-05T22:57:00.000Z,zone-a,light,566
2024-02-06T00:32:00.000Z,zone-a,temperature,18.2
2024-02-06T01:42:00.000Z,zone-d,pressure,1012.8
2024-02-06T04:00:00.000Z,zone-b,light,835.8
2024-02-06T04:34:00.000Z,zone-d,humidity,68.8
2024-02-06T06:12:00.000Z,zone-c,humidity,58.4
2024-02-06T08:53:00.000Z,zone-c,pressure,1014.4
2024-02-06T08:54:00.000Z,zone-a,pressure,1004.6
2024-02-06T10:36:00.000Z,zone-a,humidity,36.7
2024-02-06T10:45:00.000Z,zone-c,temperature,23.6
2024-02-06T11:29:00.000Z,zone-b,pressure,994.1
2024-02-06T11:59:00.000Z,zone-d,temperature,21
2024-02-06T13:20:00.000Z,zone-b,temperature,21.1
2024-02-06T15:16:00.000Z,zone-c,light,350
2024-02-06T16:57:00.000Z,zone-b,humidity,57
2024-02-06T18:49:00.000Z,zone-b,pressure,991.2
2024-02-06T20:20:00.000Z,zone-a,light,114.2
2024-02-06T21:44:00.000Z,zone-a,humidity,77.3
2024-02-06T21:45:00.000Z,zone-d,light,668
2024-02-06T23:35:00.000Z,zone-b,temperature,15.1
2024-02-06T23:52:00.000Z,zone-b,humidity,68.3
2024-02-07T04:50:00.000Z,zone-d,humidity,33.3
2024-02-07T06:36:00.000Z,zone-c,temperature,30.4
2024-02-07T07:08:00.000Z,zone-a,pressure,990.7
2024-02-07T09:41:00.000Z,zone-d,temperature,31.4
2024-02-07T12:17:00.000Z,zone-c,humidity,69.2
2024-02-07T12:46:00.000Z,zone-d,pressure,1003.6
2024-02-07T12:54:00.000Z,zone-c,pressure,996.9
2024-02-07T13:07:00.000Z,zone-c,light,404
2024-02-07T14:28:00.000Z,zone-a,temperature,34.2
2024-02-07T17:53:00.000Z,zone-b,light,276.5
2024-02-07T18:41:00.000Z,zone-b,pressure,999.9
2024-02-07T20:02:00.000Z,zone-d,temperature,28.5
2024-02-07T21:47:00.000Z,zone-b,temperature,15.8
2024-02-07T22:17:00.000Z,zone-a,humidity,43.4
2024-02-07T23:47:00.000Z,zone-c,light,572.9
2024-02-08T01:43:00.000Z,zone-b,humidity,55.6
2024-02-08T02:11:00.000Z,zone-c,pressure,1018.4
2024-02-08T06:00:00.000Z,zone-a,light,319.7
2024-02-08T06:10:00.000Z,zone-c,humidity,36.4
2024-02-08T08:24:00.000Z,zone-a,pressure,996.1
2024-02-08T08:57:00.000Z,zone-d,humidity,56.1
2024-02-08T10:57:00.000Z,zone-b,light,778.1
2024-02-08T11:09:00.000Z,zone-a,temperature,34.9
2024-02-08T12:14:00.000Z,zone-d,light,567.8
2024-02-08T17:14:00.000Z,zone-d,pressure,1006.9
2024-02-08T18:03:00.000Z,zone-c,temperature,15
2024-02-08T19:20:00.000Z,zone-a,light,530.3
2024-02-08T20:10:00.000Z,zone-c,humidity,42.4
2024-02-08T23:06:00.000Z,zone-c,pressure,997.5
2024-02-09T00:31:00.000Z,zone-a,humidity,31
2024-02-09T01:27:00.000Z,zone-d,light,875.4
2024-02-09T01:30:00.000Z,zone-d,temperature,30.7
2024-02-09T02:11:00.000Z,zone-d,pressure,1002.1
2024-02-09T02:39:00.000Z,zone-a,temperature,21.6
2024-02-09T03:43:00.000Z,zone-b,light,358.7
2024-02-09T04:03:00.000Z,zone-a,pressure,1011.1
2024-02-09T05:28:00.000Z,zone-b,humidity,65.7
2024-02-09T06:38:00.000Z,zone-c,temperature,21
2024-02-09T11:20:00.000Z,zone-d,humidity,67.3
2024-02-09T11:51:00.000Z,zone-b,pressure,1015.1
2024-02-09T17:41:00.000Z,zone-b,temperature,15.3
2024-02-09T17:52:00.000Z,zone-c,light,309.3
2024-02-09T22:28:00.000Z,zone-d,humidity,35.9
2024-02-09T23:14:00.000Z,zone-a,humidity,56.7
2024-02-10T00:38:00.000Z,zone-b,pressure,1013.7
2024-02-10T02:39:00.000Z,zone-b,humidity,43.9
2024-02-10T06:02:00.000Z,zone-c,pressure,1010.6
2024-02-10T06:39:00.000Z,zone-d,light,689.9
2024-02-10T06:56:00.000Z,zone-b,temperature,32.8
2024-02-10T07:44:00.000Z,zone-d,temperature,32.7
2024-02-10T09:29:00.000Z,zone-c,humidity,76.3
2024-02-10T12:28:00.000Z,zone-c,temperature,24.7
2024-02-10T14:08:00.000Z,zone-d,pressure,1007.3
2024-02-10T15:03:00.000Z,zone-c,light,653.3
2024-02-10T15:10:00.000Z,zone-b,light,786.8
2024-02-10T15:25:00.000Z,zone-a,temperature,27.4
2024-02-10T17:27:00.000Z,zone-a,light,849
2024-02-10T17:49:00.000Z,zone-a,pressure,1002.5
2024-02-10T19:50:00.000Z,zone-a,humidity,66.5
2024-02-10T20:53:00.000Z,zone-c,light,614.6
2024-02-10T23:48:00.000Z,zone-a,temperature,34.8
2024-02-11T00:23:00.000Z,zone-d,humidity,52.4
2024-02-11T00:28:00.000Z,zone-d,pressure,993.4
2024-02-11T00:31:00.000Z,zone-b,light,721.3
2024-02-11T04:28:00.000Z,zone-d,light,845.4
2024-02-11T05:11:00.000Z,zone-a,pressure,1001.7
2024-02-11T05:24:00.000Z,zone-c,temperature,26.9
2024-02-11T07:28:00.000Z,zone-a,light,260
2024-02-11T07:41:00.000Z,zone-b,pressure,998.7
2024-02-11T11:19:00.000Z,zone-d,temperature,29.9
2024-02-11T12:45:00.000Z,zone-c,humidity,62.9
2024-02-11T13:52:00.000Z,zone-b,temperature,22.8
2024-02-11T13:55:00.000Z,zone-b,humidity,55
2024-02-11T17:03:00.000Z,zone-c,pressure,1005.1
2024-02-11T21:08:00.000Z,zone-d,temperature,29
2024-02-11T23:40:00.000Z,zone-a,pressure,1015.7
2024-02-12T00:23:00.000Z,zone-d,pressure,1014.9
2024-02-12T01:36:00.000Z,zone-a,temperature,26.3
2024-02-12T02:29:00.000Z,zone-b,pressure,1016.5
2024-02-12T02:57:00.000Z,zone-c,temperature,20.5
2024-02-12T04:58:00.000Z,zone-d,light,827.1
2024-02-12T08:20:00.000Z,zone-a,humidity,70
2024-02-12T08:55:00.000Z,zone-c,pressure,992
2024-02-12T09:29:00.000Z,zone-d,humidity,59
2024-02-12T09:31:00.000Z,zone-b,light,618.1
2024-02-12T11:43:00.000Z,zone-a,light,488.3
2024-02-12T12:05:00.000Z,zone-c,light,287.1
2024-02-12T13:50:00.000Z,zone-b,temperature,24.4
2024-02-12T17:35:00.000Z,zone-c,humidity,58.5
2024-02-12T18:26:00.000Z,zone-b,humidity,45.7
2024-02-12T18:35:00.000Z,zone-c,pressure,992.1
2024-02-12T20:36:00.000Z,zone-b,light,510.1
2024-02-12T20:42:00.000Z,zone-b,temperature,28.4
2024-02-12T23:09:00.000Z,zone-c,humidity,77
2024-02-12T23:23:00.000Z,zone-a,light,746.3
2024-02-13T00:20:00.000Z,zone-d,temperature,19.8
2024-02-13T04:36:00.000Z,zone-c,temperature,26.1
2024-02-13T06:50:00.000Z,zone-a,humidity,67.7
2024-02-13T11:02:00.000Z,zone-d,pressure,1006.1
2024-02-13T11:22:00.000Z,zone-a,pressure,1013.5
2024-02-13T11:49:00.000Z,zone-d,humidity,54.4
2024-02-13T13:40:00.000Z,zone-c,light,474.6
2024-02-13T13:43:00.000Z,zone-b,pressure,1006.1
2024-02-13T14:04:00.000Z,zone-d,light,398.9
2024-02-13T14:16:00.000Z,zone-b,humidity,67.3
2024-02-13T17:13:00.000Z,zone-a,temperature,28.7
2024-02-13T18:35:00.000Z,zone-a,pressure,996.5
2024-02-13T18:45:00.000Z,zone-d,humidity,42.7
2024-02-13T20:28:00.000Z,zone-a,humidity,49.8
2024-02-13T23:33:00.000Z,zone-c,pressure,1004.3
2024-02-14T00:49:00.000Z,zone-c,humidity,79.1
2024-02-14T03:47:00.000Z,zone-a,temperature,18.6
2024-02-14T04:44:00.000Z,zone-c,temperature,23.5
2024-02-14T04:55:00.000Z,zone-b,humidity,76.2
2024-02-14T06:02:00.000Z,zone-b,temperature,17
2024-02-14T06:05:00.000Z,zone-a,light,590.5
2024-02-14T07:50:00.000Z,zone-d,temperature,19.8
2024-02-14T08:58:00.000Z,zone-c,light,685.7
2024-02-14T10:15:00.000Z,zone-d,pressure,1002.2
2024-02-14T10:45:00.000Z,zone-b,pressure,1017.3
2024-02-14T14:42:00.000Z,zone-b,light,538.8
2024-02-14T16:04:00.000Z,zone-d,light,169.1
2024-02-14T19:33:00.000Z,zone-a,pressure,990.2
2024-02-14T20:41:00.000Z,zone-a,light,296
2024-02-14T21:32:00.000Z,zone-a,temperature,19.5
2024-02-14T22:08:00.000Z,zone-b,humidity,57.6
2024-02-14T22:16:00.000Z,zone-d,pressure,1005.9
2024-02-15T02:25:00.000Z,zone-c,pressure,1001.2
2024-02-15T04:55:00.000Z,zone-b,pressure,994.8
2024-02-15T05:16:00.000Z,zone-d,light,669.2
2024-02-15T06:58:00.000Z,zone-b,light,846.5
2024-02-15T08:18:00.000Z,zone-d,humidity,71.9
2024-02-15T09:27:00.000Z,zone-b,temperature,28.7
2024-02-15T11:51:00.000Z,zone-c,light,869.1
2024-02-15T12:08:00.000Z,zone-c,humidity,59.8
2024-02-15T13:56:00.000Z,zone-a,humidity,47.6
2024-02-15T15:21:00.000Z,zone-c,temperature,32.4
2024-02-15T16:36:00.000Z,zone-d,temperature,21.6
2024-02-15T21:52:00.000Z,zone-b,pressure,1015.1
2024-02-16T01:41:00.000Z,zone-d,temperature,20.2
2024-02-16T02:08:00.000Z,zone-a,humidity,37.7
2024-02-16T04:32:00.000Z,zone-b,temperature,31.3
2024-02-16T06:21:00.000Z,zone-d,light,368.5
2024-02-16T06:36:00.000Z,zone-a,light,703.8
2024-02-16T06:36:00.000Z,zone-b,light,447.4
2024-02-16T07:59:00.000Z,zone-b,humidity,64.5
2024-02-16T09:22:00.000Z,zone-c,light,120
2024-02-16T09:32:00.000Z,zone-a,pressure,994.3
2024-02-16T09:57:00.000Z,zone-c,humidity,51.8
2024-02-16T11:48:00.000Z,zone-d,pressure,1015.9
2024-02-16T12:22:00.000Z,zone-c,pressure,1017.2
2024-02-16T14:45:00.000Z,zone-c,temperature,20
2024-02-16T15:40:00.000Z,zone-d,humidity,41.1
2024-02-16T17:37:00.000Z,zone-a,temperature,21.4
2024-02-16T19:20:00.000Z,zone-b,light,835.9
2024-02-16T19:56:00.000Z,zone-a,humidity,63
2024-02-16T20:21:00.000Z,zone-c,temperature,24.6
2024-02-16T20:59:00.000Z,zone-a,light,758.5
2024-02-16T21:27:00.000Z,zone-a,pressure,997.6
2024-02-16T21:44:00.000Z,zone-d,temperature,17.3
2024-02-16T23:11:00.000Z,zone-c,humidity,51.6
2024-02-17T00:48:00.000Z,zone-b,humidity,75.8
2024-02-17T01:03:00.000Z,zone-c,pressure,991.3
2024-02-17T02:52:00.000Z,zone-a,temperature,23.6
2024-02-17T08:10:00.000Z,zone-b,pressure,991.1
2024-02-17T11:58:00.000Z,zone-d,light,204.7
2024-02-17T16:09:00.000Z,zone-d,humidity,37.2
2024-02-17T16:14:00.000Z,zone-c,light,713.2
2024-02-17T16:43:00.000Z,zone-b,temperature,27.7
2024-02-17T18:05:00.000Z,zone-d,pressure,990.4
2024-02-17T18:57:00.000Z,zone-b,temperature,31.1
2024-02-17T19:29:00.000Z,zone-c,pressure,998.8
2024-02-17T20:19:00.000Z,zone-d,pressure,991.3
2024-02-17T21:23:00.000Z,zone-c,temperature,23.3
2024-02-18T01:40:00.000Z,zone-d,temperature,27.9
2024-02-18T02:56:00.000Z,zone-b,pressure,1010.8
2024-02-18T03:59:00.000Z,zone-b,humidity,51.9
2024-02-18T04:11:00.000Z,zone-c,light,427.8
2024-02-18T04:40:00.000Z,zone-d,light,740.5
2024-02-18T05:16:00.000Z,zone-c,humidity,49.5
2024-02-18T08:43:00.000Z,zone-a,light,420.8
2024-02-18T08:46:00.000Z,zone-b,light,797.1
2024-02-18T10:40:00.000Z,zone-a,pressure,996.7
2024-02-18T11:42:00.000Z,zone-a,humidity,45.1
2024-02-18T18:08:00.000Z,zone-a,temperature,29.1
2024-02-18T18:26:00.000Z,zone-d,humidity,68.5
2024-02-18T19:51:00.000Z,zone-c,temperature,32.8
2024-02-18T19:58:00.000Z,zone-d,humidity,37.5
2024-02-18T20:13:00.000Z,zone-d,light,284.6
2024-02-18T23:41:00.000Z,zone-a,temperature,16.9
2024-02-19T00:45:00.000Z,zone-a,light,797.2
2024-02-19T02:00:00.000Z,zone-d,temperature,26.9
2024-02-19T07:20:00.000Z,zone-c,humidity,73
2024-02-19T08:05:00.000Z,zone-b,humidity,64.6
2024-02-19T08:11:00.000Z,zone-c,pressure,991.2
2024-02-19T10:00:00.000Z,zone-a,pressure,1015.7
2024-02-19T11:50:00.000Z,zone-c,light,244.6
2024-02-19T12:33:00.000Z,zone-b,temperature,24.2
2024-02-19T12:33:00.000Z,zone-b,light,792.2
2024-02-19T12:53:00.000Z,zone-a,humidity,39.5
2024-02-19T13:08:00.000Z,zone-d,pressure,1000.8
2024-02-19T17:37:00.000Z,zone-b,pressure,995.6
2024-02-19T19:03:00.000Z,zone-a,humidity,31.6
2024-02-19T20:18:00.000Z,zone-b,pressure,1014
2024-02-19T22:30:00.000Z,zone-c,humidity,32.2
2024-02-19T22:40:00.000Z,zone-b,temperature,30.1
2024-02-19T22:57:00.000Z,zone-a,pressure,1001.9
2024-02-19T23:58:00.000Z,zone-a,temperature,27.1
2024-02-20T01:47:00.000Z,zone-c,pressure,995.3
2024-02-20T02:39:00.000Z,zone-d,temperature,33.1
2024-02-20T05:35:00.000Z,zone-d,humidity,42.7
2024-02-20T07:03:00.000Z,zone-b,light,122.8
2024-02-20T07:29:00.000Z,zone-a,light,395.9
2024-02-20T07:49:00.000Z,zone-d,light,775.9
2024-02-20T07:55:00.000Z,zone-d,pressure,996.1
2024-02-20T10:26:00.000Z,zone-c,light,501.2
2024-02-20T10:40:00.000Z,zone-c,temperature,33.4
2024-02-20T12:55:00.000Z,zone-b,humidity,57.4
2024-02-20T18:35:00.000Z,zone-d,pressure,1010.2
2024-02-20T19:43:00.000Z,zone-b,light,647.7
2024-02-20T19:49:00.000Z,zone-a,humidity,54.2
2024-02-21T00:04:00.000Z,zone-b,pressure,1019.8
2024-02-21T00:55:00.000Z,zone-b,temperature,22.4
2024-02-21T01:44:00.000Z,zone-c,humidity,42.7
2024-02-21T02:02:00.000Z,zone-c,temperature,18
2024-02-21T02:29:00.000Z,zone-c,pressure,1004.2
2024-02-21T02:52:00.000Z,zone-a,light,597
2024-02-21T05:48:00.000Z,zone-d,light,825
2024-02-21T10:38:00.000Z,zone-c,light,380.6
2024-02-21T11:54:00.000Z,zone-d,humidity,78.4
2024-02-21T12:13:00.000Z,zone-b,humidity,74
2024-02-21T13:35:00.000Z,zone-a,temperature,26.2
2024-02-21T17:02:00.000Z,zone-a,pressure,1003.2
2024-02-21T18:22:00.000Z,zone-d,temperature,27.6
2024-02-21T20:09:00.000Z,zone-a,humidity,56.1
2024-02-21T21:03:00.000Z,zone-c,pressure,992.4
2024-02-22T02:37:00.000Z,zone-b,humidity,79.7
2024-02-22T02:53:00.000Z,zone-b,temperature,16.9
2024-02-22T02:56:00.000Z,zone-c,temperature,20.7
2024-02-22T03:47:00.000Z,zone-d,humidity,36.1
2024-02-22T06:14:00.000Z,zone-d,light,354.8
2024-02-22T08:22:00.000Z,zone-c,light,656.4
2024-02-22T09:56:00.000Z,zone-d,pressure,994.6
2024-02-22T10:05:00.000Z,zone-b,pressure,992.1
2024-02-22T10:39:00.000Z,zone-b,light,303.1
2024-02-22T10:44:00.000Z,zone-c,humidity,31.3
2024-02-22T12:50:00.000Z,zone-a,light,619
2024-02-22T13:24:00.000Z,zone-d,temperature,29.8
2024-02-22T14:40:00.000Z,zone-a,temperature,34.9
2024-02-22T15:25:00.000Z,zone-a,pressure,990.2
2024-02-22T18:48:00.000Z,zone-a,pressure,1019.7
2024-02-22T18:49:00.000Z,zone-d,pressure,996.7
2024-02-22T19:21:00.000Z,zone-a,temperature,30.9
2024-02-22T23:18:00.000Z,zone-a,humidity,73
2024-02-22T23:44:00.000Z,zone-d,humidity,78.5
2024-02-22T23:56:00.000Z,zone-b,pressure,1003.5
2024-02-23T02:34:00.000Z,zone-d,temperature,27.6
2024-02-23T04:17:00.000Z,zone-c,pressure,992.7
2024-02-23T05:17:00.000Z,zone-c,humidity,40.2
2024-02-23T05:43:00.000Z,zone-b,humidity,54.4
2024-02-23T08:18:00.000Z,zone-a,light,212.5
2024-02-23T13:14:00.000Z,zone-b,light,352.9
2024-02-23T13:51:00.000Z,zone-c,light,697
2024-02-23T14:06:00.000Z,zone-c,temperature,27.7
2024-02-23T15:10:00.000Z,zone-b,temperature,22
2024-02-23T15:20:00.000Z,zone-d,light,243.7
2024-02-23T22:37:00.000Z,zone-d,pressure,1000.4
2024-02-24T01:06:00.000Z,zone-a,pressure,1014.3
2024-02-24T01:20:00.000Z,zone-c,humidity,43.5
2024-02-24T01:22:00.000Z,zone-b,humidity,60.8
2024-02-24T05:45:00.000Z,zone-c,light,275.4
2024-02-24T06:29:00.000Z,zone-a,temperature,17.2
2024-02-24T06:59:00.000Z,zone-b,temperature,32.9
2024-02-24T09:55:00.000Z,zone-c,pressure,1011.8
2024-02-24T10:40:00.000Z,zone-a,light,274.6
2024-02-24T10:52:00.000Z,zone-c,temperature,25.7
2024-02-24T12:47:00.000Z,zone-d,temperature,24.4
2024-02-24T12:55:00.000Z,zone-d,humidity,30.3
2024-02-24T16:47:00.000Z,zone-b,pressure,1017.1
2024-02-24T17:48:00.000Z,zone-a,humidity,77.4
2024-02-24T18:01:00.000Z,zone-b,light,310.3
2024-02-24T18:21:00.000Z,zone-d,light,899.7
2024-02-24T21:13:00.000Z,zone-d,temperature,26.1
2024-02-25T03:47:00.000Z,zone-a,pressure,1019.6
2024-02-25T03:52:00.000Z,zone-d,light,587.7
2024-02-25T04:26:00.000Z,zone-b,pressure,1005.5
2024-02-25T06:47:00.000Z,zone-b,humidity,32.9
2024-02-25T07:47:00.000Z,zone-d,humidity,73.3
2024-02-25T13:12:00.000Z,zone-a,light,782.9
2024-02-25T14:18:00.000Z,zone-b,temperature,33.9
2024-02-25T16:28:00.000Z,zone-c,humidity,45.7
2024-02-25T16:35:00.000Z,zone-b,light,254.9
2024-02-25T16:38:00.000Z,zone-a,humidity,61.3
2024-02-25T17:16:00.000Z,zone-c,pressure,1010
2024-02-25T17:25:00.000Z,zone-d,pressure,1008.4
2024-02-25T17:33:00.000Z,zone-c,temperature,34.1
2024-02-25T17:38:00.000Z,zone-a,temperature,15.4
2024-02-25T17:51:00.000Z,zone-c,light,619.9
2024-02-25T20:14:00.000Z,zone-a,pressure,995.8
2024-02-25T20:23:00.000Z,zone-c,light,244.5
2024-02-25T22:50:00.000Z,zone-b,light,399.7
2024-02-25T23:55:00.000Z,zone-d,temperature,19.4
2024-02-26T03:18:00.000Z,zone-b,temperature,32.4
2024-02-26T03:39:00.000Z,zone-d,pressure,990.6
2024-02-26T03:45:00.000Z,zone-b,humidity,71.9
2024-02-26T05:18:00.000Z,zone-d,humidity,51.8
2024-02-26T09:46:00.000Z,zone-c,temperature,28
2024-02-26T10:34:00.000Z,zone-b,pressure,1018.5
2024-02-26T10:42:00.000Z,zone-a,humidity,55
2024-02-26T11:16:00.000Z,zone-d,light,622.1
2024-02-26T13:13:00.000Z,zone-a,temperature,22.3
2024-02-26T16:05:00.000Z,zone-a,light,839.7
2024-02-26T17:38:00.000Z,zone-c,humidity,40.2
2024-02-26T17:46:00.000Z,zone-c,pressure,1009.7
2024-02-26T20:21:00.000Z,zone-d,pressure,999.5
2024-02-26T21:31:00.000Z,zone-b,humidity,43.6
2024-02-26T21:47:00.000Z,zone-a,temperature,31
2024-02-26T22:01:00.000Z,zone-c,pressure,999.7
2024-02-27T02:15:00.000Z,zone-b,light,531.5
2024-02-27T02:33:00.000Z,zone-d,temperature,22.8
2024-02-27T03:00:00.000Z,zone-a,humidity,75.7
2024-02-27T03:12:00.000Z,zone-a,pressure,1010.6
2024-02-27T03:58:00.000Z,zone-b,temperature,32.9
2024-02-27T05:31:00.000Z,zone-c,humidity,63.6
2024-02-27T07:30:00.000Z,zone-d,light,153.2
2024-02-27T11:05:00.000Z,zone-b,pressure,1019.3
2024-02-27T12:24:00.000Z,zone-c,light,639.2
2024-02-27T15:49:00.000Z,zone-d,humidity,32.5
2024-02-27T17:05:00.000Z,zone-c,temperature,30.7
2024-02-27T17:18:00.000Z,zone-a,light,734.9
2024-02-27T18:32:00.000Z,zone-d,humidity,32
2024-02-27T19:54:00.000Z,zone-a,light,109.4
2024-02-27T22:35:00.000Z,zone-d,temperature,19.3
2024-02-28T02:27:00.000Z,zone-a,temperature,33.7
2024-02-28T02:56:00.000Z,zone-d,pressure,1007.9
2024-02-28T04:07:00.000Z,zone-a,pressure,1007.7
2024-02-28T04:16:00.000Z,zone-c,light,220.3
2024-02-28T10:04:00.000Z,zone-c,temperature,29.4
2024-02-28T10:16:00.000Z,zone-b,light,455.7
2024-02-28T10:29:00.000Z,zone-c,pressure,1004.2
2024-02-28T12:45:00.000Z,zone-b,pressure,995
2024-02-28T12:59:00.000Z,zone-c,humidity,39.1
2024-02-28T13:22:00.000Z,zone-b,temperature,22.1
2024-02-28T14:07:00.000Z,zone-a,humidity,70
2024-02-28T15:20:00.000Z,zone-d,light,344.5
2024-02-28T16:46:00.000Z,zone-b,humidity,65
2024-02-28T22:32:00.000Z,zone-d,humidity,59.3
2024-02-28T22:46:00.000Z,zone-b,pressure,1013
2024-02-28T23:36:00.000Z,zone-b,temperature,33.4
2024-02-29T05:09:00.000Z,zone-d,light,834.7
